 time,CH1 ,CH2 ,CH3 ,CH4 ,CH5 ,CH6 ,CH7 ,CH8 ,CNT ,Freq  ,Latency ,Urevent  
 24-11-06 22:37:44.346,-461601,-817101,-897071,-566329,-721705,-629612,-665146,-744162,41416,0,41172,22
 24-11-06 22:37:44.346,-461652,-817202,-897317,-566506,-721906,-629612,-665347,-744336,41417,0,41172,22
 24-11-06 22:37:44.347,-461538,-817105,-897293,-566562,-721754,-629291,-665269,-744422,41418,0,41172,22
 24-11-06 22:37:44.348,-461599,-817211,-897436,-566691,-721772,-629176,-665484,-744578,41419,0,41172,22
 24-11-06 22:37:44.349,-461543,-817384,-897731,-566818,-721732,-629114,-665746,-744729,41420,0,41172,22
 24-11-06 22:37:44.351,-461341,-817576,-897995,-566996,-721717,-629071,-666185,-744935,41421,0,41172,22
 24-11-06 22:37:44.351,-461187,-817854,-898169,-567176,-721932,-629106,-666672,-745134,41422,0,41172,22
 24-11-06 22:37:44.352,-461068,-818297,-898689,-567553,-722432,-629259,-667659,-745326,41423,0,41172,22
 24-11-06 22:37:44.354,-460879,-818508,-899012,-567707,-722425,-629021,-668250,-745336,41424,0,41172,22
 24-11-06 22:37:44.354,-460855,-818435,-898892,-567624,-722309,-628896,-668252,-745234,41425,0,41172,22
 24-11-06 22:37:44.355,-461323,-818385,-898834,-567731,-722658,-629642,-668293,-745412,41426,0,41172,22
 24-11-06 22:37:44.356,-461594,-818356,-898836,-567787,-722662,-629862,-668076,-745611,41427,0,41172,22
 24-11-06 22:37:44.357,-461294,-818121,-898499,-567396,-722062,-629284,-667288,-745214,41428,0,41172,22
 24-11-06 22:37:44.359,-461099,-817770,-898155,-567032,-721586,-628956,-666566,-744852,41429,0,41172,22
 24-11-06 22:37:44.359,-461137,-817586,-897960,-566840,-721394,-628935,-666209,-744685,41430,0,41172,22
 24-11-06 22:37:44.360,-461184,-817396,-897592,-566535,-721216,-628873,-665674,-744366,41431,0,41172,22
 24-11-06 22:37:44.362,-461149,-817347,-897399,-566245,-721177,-628827,-665355,-744089,41432,0,41172,22
 24-11-06 22:37:44.362,-461214,-817825,-897476,-566212,-721444,-629007,-665661,-743912,41433,0,41172,22
 24-11-06 22:37:44.362,-461290,-817707,-897290,-566120,-721505,-628999,-665476,-743829,41434,0,41172,22
 24-11-06 22:37:44.365,-461221,-817032,-896961,-565944,-721302,-628876,-665019,-743755,41435,0,41172,22
 24-11-06 22:37:44.365,-461134,-816834,-896857,-565886,-721062,-628786,-664907,-743762,41436,0,41172,22
 24-11-06 22:37:44.370,-461121,-816977,-896922,-565859,-721031,-628743,-665040,-743814,41437,0,41172,22
 24-11-06 22:37:44.375,-461136,-817108,-897099,-566016,-721167,-628861,-665172,-743931,41438,0,41172,22
 24-11-06 22:37:44.375,-461142,-817180,-897275,-566192,-721283,-628914,-665310,-744065,41439,0,41172,22
 24-11-06 22:37:44.375,-461228,-817273,-897484,-566372,-721517,-629084,-665607,-744289,41440,0,41172,22
 24-11-06 22:37:44.375,-461305,-817394,-897764,-566674,-721667,-629234,-666068,-744679,41441,0,41172,22
 24-11-06 22:37:44.375,-461467,-817503,-898037,-566907,-721837,-629471,-666526,-744999,41442,0,41172,22
 24-11-06 22:37:44.375,-461701,-817573,-898199,-567124,-722162,-629892,-666871,-745340,41443,0,41172,22
 24-11-06 22:37:44.375,-461552,-817634,-898284,-567236,-722278,-629779,-667250,-745381,41444,0,41172,22
 24-11-06 22:37:44.376,-461442,-817897,-898549,-567232,-722374,-629597,-667852,-745304,41445,0,41172,22
 24-11-06 22:37:44.376,-461454,-818105,-898754,-567215,-722361,-629589,-668107,-745369,41446,0,41172,22
 24-11-06 22:37:44.376,-461563,-818047,-898572,-567074,-722121,-629544,-667714,-745313,41447,0,41172,22
 24-11-06 22:37:44.378,-461454,-817855,-898195,-566767,-721623,-629124,-666936,-745084,41448,0,41172,22
 24-11-06 22:37:44.378,-461116,-817646,-897848,-566421,-721019,-628576,-666188,-744730,41449,0,41172,22
 24-11-06 22:37:44.379,-460823,-817642,-897679,-566217,-721056,-628611,-666114,-744464,41450,0,41172,22
 24-11-06 22:37:44.381,-460928,-817711,-897662,-566214,-721542,-629149,-666346,-744252,41451,0,41172,22
 24-11-06 22:37:44.381,-460993,-817722,-897531,-566045,-721440,-629102,-666086,-744045,41452,0,41172,22
 24-11-06 22:37:44.383,-461028,-817539,-897246,-565767,-721112,-628875,-665421,-743870,41453,0,41172,22
 24-11-06 22:37:44.384,-461223,-817252,-897003,-565611,-721079,-628966,-665000,-743827,41454,0,41172,22
 24-11-06 22:37:44.384,-461270,-817042,-896838,-565529,-720893,-628874,-664756,-743823,41455,0,41172,22
 24-11-06 22:37:44.386,-461246,-817002,-896806,-565559,-720824,-628819,-664743,-743761,41456,0,41172,22
 24-11-06 22:37:44.386,-461061,-816887,-896774,-565494,-720728,-628587,-664596,-743639,41457,0,41172,22
 24-11-06 22:37:44.387,-461026,-817003,-896819,-565595,-720846,-628447,-664832,-743751,41458,0,41172,22
 24-11-06 22:37:44.388,-461386,-817309,-897181,-566014,-721521,-629012,-665671,-744192,41459,0,41172,22
 24-11-06 22:37:44.389,-461774,-817673,-897703,-566555,-722252,-629691,-666812,-744752,41460,0,41172,22
 24-11-06 22:37:44.391,-461760,-817912,-898021,-566836,-722387,-629837,-667463,-745059,41461,0,41172,22
 24-11-06 22:37:44.392,-461426,-818156,-898249,-566842,-722024,-629550,-667502,-744992,41462,0,41172,22
 24-11-06 22:37:44.392,-461316,-818283,-898533,-567089,-722214,-629681,-667536,-745186,41463,0,41172,22
 24-11-06 22:37:44.394,-461351,-818124,-898537,-567172,-722198,-629434,-667502,-745287,41464,0,41172,22
 24-11-06 22:37:44.394,-461300,-818085,-898439,-567141,-722181,-629306,-667589,-745247,41465,0,41172,22
 24-11-06 22:37:44.395,-461319,-818016,-898442,-567187,-722211,-629386,-667504,-745242,41466,0,41172,22
 24-11-06 22:37:44.396,-461300,-817824,-898345,-567171,-722247,-629438,-667197,-745197,41467,0,41172,22
 24-11-06 22:37:44.397,-461325,-817835,-898326,-567024,-722439,-629529,-667291,-745107,41468,0,41172,22
 24-11-06 22:37:44.399,-461318,-818029,-898491,-566941,-722606,-629582,-667739,-744957,41469,0,41172,22
 24-11-06 22:37:44.399,-461370,-818156,-898407,-566832,-722518,-629518,-667715,-744773,41470,0,41172,22
 24-11-06 22:37:44.400,-461249,-817972,-897886,-566476,-721893,-629087,-666835,-744328,41471,0,41172,22
 24-11-06 22:37:44.402,-461026,-817787,-897439,-566131,-721353,-628677,-666090,-743919,41472,0,41172,22
 24-11-06 22:37:44.402,-460894,-817601,-897199,-565759,-720961,-628350,-665549,-743641,41473,0,41172,22
 24-11-06 22:37:44.408,-460683,-817426,-896954,-565526,-720650,-627956,-665162,-743437,41474,0,41172,22
 24-11-06 22:37:44.408,-460615,-817317,-896922,-565494,-720558,-627805,-665154,-743301,41475,0,41172,22
 24-11-06 22:37:44.408,-460651,-817276,-896985,-565489,-720501,-627886,-665257,-743208,41476,0,41172,22
 24-11-06 22:37:44.408,-460469,-817205,-897000,-565492,-720393,-627780,-665114,-743153,41477,0,41172,22
 24-11-06 22:37:44.408,-460641,-817160,-897159,-565737,-720762,-628184,-665146,-743410,41478,0,41172,22
 24-11-06 22:37:44.408,-461172,-817288,-897529,-566232,-721680,-629187,-665609,-743926,41479,0,41172,22
 24-11-06 22:37:44.409,-461275,-817581,-897879,-566558,-722011,-629339,-666202,-744308,41480,0,41172,22
 24-11-06 22:37:44.410,-461214,-817726,-898093,-566816,-722166,-629336,-666567,-744583,41481,0,41172,22
 24-11-06 22:37:44.410,-461118,-817709,-898176,-566980,-722149,-629169,-666618,-744746,41482,0,41172,22
 24-11-06 22:37:44.412,-460967,-817721,-898224,-567096,-722226,-628985,-666792,-744828,41483,0,41172,22
 24-11-06 22:37:44.413,-460895,-817736,-898379,-567240,-722334,-628906,-667029,-744904,41484,0,41172,22
 24-11-06 22:37:44.415,-460799,-817592,-898407,-567134,-722133,-628739,-667012,-744840,41485,0,41172,22
 24-11-06 22:37:44.415,-460643,-817646,-898312,-567005,-721946,-628507,-667150,-744705,41486,0,41172,22
 24-11-06 22:37:44.416,-460686,-817819,-898261,-566998,-722037,-628626,-667322,-744678,41487,0,41172,22
 24-11-06 22:37:44.418,-461044,-817906,-898301,-567034,-722176,-629061,-667149,-744712,41488,0,41172,22
 24-11-06 22:37:44.418,-461141,-817816,-898141,-566822,-721926,-629021,-666471,-744506,41489,0,41172,22
 24-11-06 22:37:44.419,-461181,-817837,-897923,-566614,-721795,-629211,-666025,-744335,41490,0,41172,22
 24-11-06 22:37:44.420,-461128,-818165,-897806,-566412,-721859,-629397,-665964,-744098,41491,0,41172,22
 24-11-06 22:37:44.421,-461022,-817998,-897601,-566182,-721782,-629137,-665884,-743857,41492,0,41172,22
 24-11-06 22:37:44.423,-460875,-817511,-897331,-565974,-721476,-628655,-665684,-743564,41493,0,41172,22
 24-11-06 22:37:44.423,-460882,-817234,-897136,-565777,-721191,-628331,-665546,-743419,41494,0,41172,22
 24-11-06 22:37:44.424,-460771,-817079,-896979,-565641,-720999,-628146,-665307,-743259,41495,0,41172,22
 24-11-06 22:37:44.426,-460872,-816989,-896896,-565624,-721023,-628410,-665102,-743296,41496,0,41172,22
 24-11-06 22:37:44.426,-461033,-817096,-896988,-565836,-721341,-628889,-665177,-743533,41497,0,41172,22
 24-11-06 22:37:44.427,-460937,-817307,-897289,-566143,-721535,-629026,-665546,-743747,41498,0,41172,22
 24-11-06 22:37:44.428,-460672,-817470,-897587,-566358,-721764,-629107,-665964,-743873,41499,0,41172,22
 24-11-06 22:37:44.429,-460683,-817667,-897825,-566637,-722024,-629191,-666315,-744067,41500,0,41172,22
 24-11-06 22:37:44.431,-460601,-817568,-897887,-566746,-721576,-628642,-666201,-744221,41501,0,41172,22
 24-11-06 22:37:44.431,-460359,-817586,-898003,-566812,-721311,-628677,-666251,-743999,41502,0,41172,22
 24-11-06 22:37:44.432,-460023,-818053,-898572,-567268,-722681,-629926,-667438,-743721,41503,0,41172,22
 24-11-06 22:37:44.434,-460406,-818406,-898960,-567665,-723489,-630486,-668129,-744277,41504,0,41172,22
 24-11-06 22:37:44.435,-461178,-818302,-898796,-567596,-722811,-629892,-667800,-745124,41505,0,41172,22
 24-11-06 22:37:44.440,-461490,-818326,-898779,-567487,-722336,-629331,-667804,-745497,41506,0,41172,22
 24-11-06 22:37:44.440,-461355,-818332,-898738,-567459,-722259,-629281,-667777,-745386,41507,0,41172,22
 24-11-06 22:37:44.440,-461094,-818137,-898495,-567249,-722185,-629227,-667449,-744973,41508,0,41172,22
 24-11-06 22:37:44.440,-460944,-817958,-898328,-567009,-722159,-629254,-667073,-744626,41509,0,41172,22
 24-11-06 22:37:44.441,-460914,-817749,-898117,-566772,-721942,-629256,-666604,-744414,41510,0,41172,22
 24-11-06 22:37:44.441,-460797,-817519,-897763,-566376,-721471,-628888,-665929,-744036,41511,0,41172,22
 24-11-06 22:37:44.442,-460886,-817285,-897496,-566077,-721161,-628701,-665462,-743832,41512,0,41172,22
 24-11-06 22:37:44.442,-461152,-817018,-897247,-565836,-720923,-628711,-664971,-743779,41513,0,41172,22
 24-11-06 22:37:44.443,-461110,-816797,-896958,-565626,-720716,-628614,-664521,-743661,41514,0,41172,22
 24-11-06 22:37:44.444,-461022,-816932,-896987,-565702,-720912,-628626,-664825,-743601,41515,0,41172,22
 24-11-06 22:37:44.445,-461029,-817264,-897231,-565984,-721286,-628800,-665471,-743666,41516,0,41172,22
 24-11-06 22:37:44.447,-461078,-817314,-897354,-566136,-721352,-628792,-665597,-743768,41517,0,41172,22
 24-11-06 22:37:44.447,-461136,-817330,-897528,-566319,-721380,-628833,-665694,-743983,41518,0,41172,22
 24-11-06 22:37:44.448,-461143,-817374,-897742,-566487,-721639,-628925,-665943,-744196,41519,0,41172,22
 24-11-06 22:37:44.450,-461206,-817388,-897959,-566707,-721887,-629217,-666064,-744437,41520,0,41172,22
 24-11-06 22:37:44.450,-461316,-817568,-898208,-566936,-722074,-629494,-666394,-744806,41521,0,41172,22
 24-11-06 22:37:44.451,-461328,-817723,-898412,-567114,-722175,-629619,-666888,-745061,41522,0,41172,22
 24-11-06 22:37:44.452,-461193,-817932,-898654,-567386,-722446,-629669,-667442,-745271,41523,0,41172,22
 24-11-06 22:37:44.454,-461015,-817918,-898762,-567359,-722191,-629143,-667441,-745282,41524,0,41172,22
 24-11-06 22:37:44.455,-461062,-817907,-898751,-567353,-722282,-629144,-667483,-745302,41525,0,41172,22
 24-11-06 22:37:44.455,-461136,-818158,-898894,-567417,-722559,-629335,-667764,-745395,41526,0,41172,22
 24-11-06 22:37:44.456,-460945,-818206,-898762,-567264,-722374,-629116,-667696,-745157,41527,0,41172,22
 24-11-06 22:37:44.458,-461043,-817949,-898564,-567101,-722366,-629276,-667319,-744959,41528,0,41172,22
 24-11-06 22:37:44.458,-461079,-817829,-898480,-566919,-722229,-629269,-666918,-744876,41529,0,41172,22
 24-11-06 22:37:44.459,-461056,-817687,-898240,-566677,-721987,-629085,-666596,-744591,41530,0,41172,22
 24-11-06 22:37:44.460,-460913,-817447,-897754,-566280,-721486,-628755,-665874,-744114,41531,0,41172,22
 24-11-06 22:37:44.461,-460937,-817109,-897392,-565997,-721206,-628675,-665246,-743749,41532,0,41172,22
 24-11-06 22:37:44.463,-461157,-816942,-897159,-565854,-721164,-628747,-664944,-743646,41533,0,41172,22
 24-11-06 22:37:44.463,-461109,-816834,-896986,-565692,-721052,-628692,-664716,-743567,41534,0,41172,22
 24-11-06 22:37:44.464,-460789,-816705,-896850,-565492,-720691,-628275,-664360,-743385,41535,0,41172,22
 24-11-06 22:37:44.468,-460559,-816736,-896691,-565426,-720517,-628131,-664148,-743229,41536,0,41172,22
 24-11-06 22:37:44.468,-460617,-816865,-896735,-565525,-720652,-628415,-664219,-743390,41537,0,41172,22
 24-11-06 22:37:44.468,-460626,-817031,-896936,-565747,-720759,-628408,-664581,-743596,41538,0,41172,22
 24-11-06 22:37:44.468,-460699,-817201,-897247,-565999,-720975,-628477,-665106,-743801,41539,0,41172,22
 24-11-06 22:37:44.469,-460739,-817380,-897592,-566224,-721188,-628623,-665631,-743931,41540,0,41172,22
 24-11-06 22:37:44.472,-460746,-817620,-898021,-566569,-721467,-628734,-666518,-744259,41541,0,41172,22
 24-11-06 22:37:44.472,-460788,-817755,-898318,-566884,-721766,-628878,-667083,-744568,41542,0,41172,22
 24-11-06 22:37:44.472,-460772,-817828,-898589,-567126,-722112,-629223,-667402,-744842,41543,0,41172,22
 24-11-06 22:37:44.473,-460810,-818004,-898889,-567296,-722423,-629533,-667539,-745031,41544,0,41172,22
 24-11-06 22:37:44.474,-460978,-818007,-898872,-567275,-722421,-629514,-667431,-745111,41545,0,41172,22
 24-11-06 22:37:44.475,-461202,-818005,-898736,-567192,-722192,-629302,-667352,-745108,41546,0,41172,22
 24-11-06 22:37:44.477,-461297,-818019,-898696,-567110,-722090,-629159,-667324,-744985,41547,0,41172,22
 24-11-06 22:37:44.478,-461291,-817842,-898507,-566886,-721830,-628966,-666999,-744797,41548,0,41172,22
 24-11-06 22:37:44.479,-461096,-817541,-898241,-566571,-721466,-628685,-666494,-744488,41549,0,41172,22
 24-11-06 22:37:44.479,-461011,-817396,-898021,-566366,-721347,-628617,-666222,-744284,41550,0,41172,22
 24-11-06 22:37:44.481,-461027,-817375,-897753,-566122,-721201,-628596,-665812,-743949,41551,0,41172,22
 24-11-06 22:37:44.482,-460811,-817219,-897476,-565693,-720741,-628077,-665229,-743372,41552,0,41172,22
 24-11-06 22:37:44.482,-460904,-817024,-897219,-565483,-720549,-627858,-664844,-743049,41553,0,41172,22
 24-11-06 22:37:44.482,-460993,-816816,-896944,-565324,-720367,-627704,-664466,-742941,41554,0,41172,22
 24-11-06 22:37:44.484,-461216,-816837,-896964,-565493,-720642,-628286,-664544,-743167,41555,0,41172,22
 24-11-06 22:37:44.486,-461193,-816994,-897140,-565729,-720934,-628665,-664802,-743332,41556,0,41172,22
 24-11-06 22:37:44.486,-461299,-817194,-897283,-565968,-721211,-629042,-665170,-743539,41557,0,41172,22
 24-11-06 22:37:44.487,-461269,-817147,-897317,-566036,-721163,-629152,-665209,-743751,41558,0,41172,22
 24-11-06 22:37:44.489,-461176,-816988,-897236,-566069,-720883,-629112,-664885,-743797,41559,0,41172,22
 24-11-06 22:37:44.493,-461038,-816899,-897191,-566071,-720586,-628835,-664661,-743815,41560,0,41172,22
 24-11-06 22:37:44.493,-461109,-817257,-897608,-566366,-720961,-628925,-665320,-744211,41561,0,41172,22
 24-11-06 22:37:44.493,-461401,-817861,-898204,-566890,-721924,-629507,-666379,-744846,41562,0,41172,22
 24-11-06 22:37:44.493,-461447,-817521,-898399,-567196,-722266,-629591,-666473,-745122,41563,0,41172,22
 24-11-06 22:37:44.494,-461339,-817272,-898443,-567326,-722341,-629366,-666587,-745191,41564,0,41172,22
 24-11-06 22:37:44.495,-461236,-817397,-898462,-567463,-722488,-629370,-666876,-745271,41565,0,41172,22
 24-11-06 22:37:44.495,-461111,-817798,-898741,-567546,-722607,-629341,-667421,-745221,41566,0,41172,22
 24-11-06 22:37:44.496,-461071,-818046,-898972,-567462,-722461,-629095,-667680,-745044,41567,0,41172,22
 24-11-06 22:37:44.498,-461148,-818078,-898921,-567239,-722357,-629002,-667499,-744839,41568,0,41172,22
 24-11-06 22:37:44.498,-461161,-817894,-898654,-566945,-722063,-628667,-667067,-744579,41569,0,41172,22
 24-11-06 22:37:44.499,-461101,-817654,-898372,-566590,-721643,-628481,-666532,-744304,41570,0,41172,22
 24-11-06 22:37:44.501,-461271,-817527,-898062,-566350,-721524,-628861,-666064,-744134,41571,0,41172,22
 24-11-06 22:37:44.501,-461129,-817324,-897687,-566121,-721286,-628974,-665467,-743841,41572,0,41172,22
 24-11-06 22:37:44.503,-461109,-817173,-897412,-565994,-721301,-629012,-665155,-743781,41573,0,41172,22
 24-11-06 22:37:44.503,-461319,-816973,-897222,-566039,-721698,-629381,-665202,-743902,41574,0,41172,22
 24-11-06 22:37:44.504,-461438,-816866,-897139,-566094,-721889,-629556,-665109,-743999,41575,0,41172,22
 24-11-06 22:37:44.505,-461307,-816741,-897065,-566046,-721626,-629306,-664948,-743963,41576,0,41172,22
 24-11-06 22:37:44.506,-461285,-816855,-897222,-566087,-721640,-629239,-665361,-743977,41577,0,41172,22
 24-11-06 22:37:44.507,-461216,-817026,-897404,-566196,-721788,-629246,-665764,-744122,41578,0,41172,22
 24-11-06 22:37:44.508,-461299,-817161,-897706,-566466,-722137,-629456,-666118,-744389,41579,0,41172,22
 24-11-06 22:37:44.509,-461391,-817431,-898061,-566801,-722286,-629594,-666499,-744604,41580,0,41172,22
 24-11-06 22:37:44.511,-461239,-817534,-898293,-567027,-722056,-629342,-666761,-744741,41581,0,41172,22
 24-11-06 22:37:44.513,-461042,-817664,-898446,-567183,-721965,-629059,-667286,-744852,41582,0,41172,22
 24-11-06 22:37:44.513,-460927,-818039,-898748,-567429,-722204,-629129,-668068,-745022,41583,0,41172,22
 24-11-06 22:37:44.514,-461029,-818161,-898879,-567591,-722321,-629321,-668254,-745214,41584,0,41172,22
 24-11-06 22:37:44.514,-461043,-818094,-898874,-567568,-722306,-629476,-668055,-745312,41585,0,41172,22
 24-11-06 22:37:44.515,-460758,-818004,-898859,-567392,-721993,-629167,-667789,-745085,41586,0,41172,22
 24-11-06 22:37:44.516,-460631,-817914,-898830,-567241,-721865,-628950,-667606,-744941,41587,0,41172,22
 24-11-06 22:37:44.517,-460701,-817799,-898631,-567024,-721619,-628733,-667181,-744764,41588,0,41172,22
 24-11-06 22:37:44.518,-460790,-817723,-898399,-566752,-721476,-628651,-666756,-744556,41589,0,41172,22
 24-11-06 22:37:44.523,-460859,-817623,-898208,-566627,-721603,-628788,-666398,-744436,41590,0,41172,22
 24-11-06 22:37:44.523,-460869,-817412,-897831,-566321,-721441,-628668,-665786,-744138,41591,0,41172,22
 24-11-06 22:37:44.523,-460791,-817037,-897301,-565904,-720992,-628344,-665051,-743716,41592,0,41172,22
 24-11-06 22:37:44.523,-461162,-816829,-897091,-565782,-721142,-629018,-664870,-743724,41593,0,41172,22
 24-11-06 22:37:44.523,-461469,-816798,-897074,-565864,-721417,-629501,-664929,-743815,41594,0,41172,22
 24-11-06 22:37:44.524,-461304,-816804,-896995,-565832,-721311,-629203,-664867,-743667,41595,0,41172,22
 24-11-06 22:37:44.525,-461161,-816957,-897025,-565834,-721264,-629006,-665155,-743547,41596,0,41172,22
 24-11-06 22:37:44.527,-461189,-817086,-897104,-565947,-721301,-629055,-665327,-743624,41597,0,41172,22
 24-11-06 22:37:44.527,-461182,-817206,-897312,-566066,-721250,-629079,-665437,-743834,41598,0,41172,22
 24-11-06 22:37:44.528,-461127,-817456,-897559,-566279,-721278,-629011,-665715,-743984,41599,0,41172,22
 24-11-06 22:37:44.530,-461291,-817549,-897758,-566560,-721501,-629092,-666071,-744250,41600,0,41172,22
 24-11-06 22:37:44.530,-461455,-817546,-898014,-566852,-721797,-629376,-666479,-744658,41601,0,41172,22
 24-11-06 22:37:44.531,-461328,-817749,-898414,-567129,-722148,-629481,-667113,-744917,41602,0,41172,22
 24-11-06 22:37:44.532,-461187,-818020,-898677,-567289,-722409,-629462,-667585,-745036,41603,0,41172,22
 24-11-06 22:37:44.533,-461204,-818261,-898887,-567466,-722577,-629559,-667881,-745298,41604,0,41172,22
 24-11-06 22:37:44.535,-461207,-818262,-898887,-567416,-722443,-629461,-667949,-745334,41605,0,41172,22
 24-11-06 22:37:44.535,-461161,-818188,-898959,-567306,-722344,-629356,-668081,-745244,41606,0,41172,22
 24-11-06 22:37:44.536,-461039,-818133,-898933,-567233,-722195,-629120,-667939,-745006,41607,0,41172,22
 24-11-06 22:37:44.538,-461084,-817992,-898761,-567081,-722009,-629098,-667497,-744748,41608,0,41172,22
 24-11-06 22:37:44.538,-461149,-817852,-898552,-566937,-721897,-629191,-667059,-744576,41609,0,41172,22
 24-11-06 22:37:44.539,-460899,-817647,-898272,-566592,-721444,-628715,-666549,-744252,41610,0,41172,22
 24-11-06 22:37:44.540,-460707,-817372,-897882,-566166,-720967,-628177,-665893,-743809,41611,0,41172,22
 24-11-06 22:37:44.541,-460727,-817048,-897517,-565847,-720628,-628029,-665216,-743551,41612,0,41172,22
 24-11-06 22:37:44.543,-461077,-816866,-897248,-565694,-720787,-628441,-664912,-743449,41613,0,41172,22
 24-11-06 22:37:44.543,-461516,-816864,-897141,-565732,-721251,-629322,-664885,-743594,41614,0,41172,22
 24-11-06 22:37:44.544,-461644,-817214,-897330,-565881,-721604,-629617,-665396,-743750,41615,0,41172,22
 24-11-06 22:37:44.546,-461586,-817576,-897571,-566014,-721730,-629461,-665869,-743779,41616,0,41172,22
 24-11-06 22:37:44.546,-461396,-817653,-897667,-566069,-721743,-629334,-665981,-743836,41617,0,41172,22
 24-11-06 22:37:44.547,-461241,-817634,-897821,-566223,-721761,-629290,-666138,-743972,41618,0,41172,22
 24-11-06 22:37:44.548,-461205,-817686,-898079,-566356,-721714,-629229,-666229,-744124,41619,0,41172,22
 24-11-06 22:37:44.549,-461115,-817860,-898268,-566485,-721806,-629249,-666456,-744202,41620,0,41172,22
 24-11-06 22:37:44.551,-461112,-817990,-898429,-566739,-722021,-629490,-666937,-744436,41621,0,41172,22
 24-11-06 22:37:44.551,-461226,-818067,-898651,-566911,-722065,-629470,-667239,-744621,41622,0,41172,22
 24-11-06 22:37:44.552,-461472,-818164,-898771,-567037,-722222,-629649,-667422,-744853,41623,0,41172,22
 24-11-06 22:37:44.553,-461628,-818377,-898988,-567255,-722314,-629652,-667597,-745058,41624,0,41172,22
 24-11-06 22:37:44.554,-461437,-818465,-899071,-567322,-722257,-629485,-667582,-745014,41625,0,41172,22
 24-11-06 22:37:44.555,-461302,-818506,-899032,-567305,-722354,-629501,-667552,-744955,41626,0,41172,22
 24-11-06 22:37:44.556,-461069,-818544,-899001,-567193,-722274,-629286,-667450,-744837,41627,0,41172,22
 24-11-06 22:37:44.557,-460977,-818383,-898737,-566910,-721840,-628846,-666902,-744633,41628,0,41172,22
 24-11-06 22:37:44.558,-461113,-818237,-898464,-566767,-721767,-628911,-666834,-744562,41629,0,41172,22
 24-11-06 22:37:44.559,-461575,-818227,-898481,-566894,-722188,-629747,-667127,-744735,41630,0,41172,22
 24-11-06 22:37:44.560,-461828,-818156,-898262,-566711,-722230,-630093,-666801,-744529,41631,0,41172,22
 24-11-06 22:37:44.565,-461695,-818442,-898232,-566538,-722390,-630052,-666690,-744292,41632,0,41172,22
 24-11-06 22:37:44.565,-461488,-818055,-898016,-566334,-722179,-629641,-666044,-744013,41633,0,41172,22
 24-11-06 22:37:44.565,-461357,-817302,-897477,-565989,-721597,-629197,-665224,-743639,41634,0,41172,22
 24-11-06 22:37:44.565,-461263,-817135,-897317,-565844,-721422,-629094,-664969,-743445,41635,0,41172,22
 24-11-06 22:37:44.565,-461289,-817352,-897477,-565878,-721707,-629315,-665297,-743492,41636,0,41172,22
 24-11-06 22:37:44.566,-461310,-817603,-897632,-565988,-721846,-629252,-665722,-743659,41637,0,41172,22
 24-11-06 22:37:44.566,-461192,-817486,-897646,-565993,-721604,-628991,-665644,-743821,41638,0,41172,22
 24-11-06 22:37:44.568,-461191,-817407,-897760,-566137,-721520,-628992,-665649,-744002,41639,0,41172,22
 24-11-06 22:37:44.570,-461232,-817516,-897927,-566361,-721509,-628934,-665912,-744242,41640,0,41172,22
 24-11-06 22:37:44.570,-461319,-817776,-898290,-566674,-721824,-629132,-666545,-744530,41641,0,41172,22
 24-11-06 22:37:44.571,-461419,-817886,-898542,-566872,-722019,-629321,-666936,-744710,41642,0,41172,22
 24-11-06 22:37:44.572,-461513,-818074,-898732,-567130,-722297,-629460,-667422,-744908,41643,0,41172,22
 24-11-06 22:37:44.573,-461499,-818337,-899020,-567386,-722614,-629563,-667876,-745194,41644,0,41172,22
 24-11-06 22:37:44.575,-461262,-818193,-898946,-567241,-722298,-629304,-667407,-745104,41645,0,41172,22
 24-11-06 22:37:44.575,-461038,-818054,-898818,-567174,-722049,-629135,-667192,-744901,41646,0,41172,22
 24-11-06 22:37:44.577,-460866,-818142,-898756,-567175,-721732,-628787,-667252,-744686,41647,0,41172,22
 24-11-06 22:37:44.578,-460845,-817925,-898414,-566916,-721440,-628646,-666801,-744502,41648,0,41172,22
 24-11-06 22:37:44.578,-461160,-817721,-898221,-566844,-721667,-629216,-666679,-744582,41649,0,41172,22
 24-11-06 22:37:44.579,-461319,-817594,-898089,-566802,-721816,-629400,-666502,-744487,41650,0,41172,22
 24-11-06 22:37:44.580,-461029,-817239,-897623,-566249,-721354,-628879,-665654,-744083,41651,0,41172,22
 24-11-06 22:37:44.581,-460889,-817121,-897369,-565931,-721427,-628779,-665544,-743862,41652,0,41172,22
 24-11-06 22:37:44.583,-460954,-817126,-897343,-565871,-721526,-628816,-665530,-743748,41653,0,41172,22
 24-11-06 22:37:44.583,-460971,-817074,-897241,-565655,-721327,-628702,-665339,-743583,41654,0,41172,22
 24-11-06 22:37:44.584,-460929,-817174,-897239,-565584,-721241,-628596,-665441,-743476,41655,0,41172,22
 24-11-06 22:37:44.588,-460949,-817267,-897274,-565669,-721321,-628707,-665592,-743448,41656,0,41172,22
 24-11-06 22:37:44.588,-460850,-817254,-897313,-565740,-721357,-628720,-665759,-743456,41657,0,41172,22
 24-11-06 22:37:44.588,-460776,-817496,-897559,-565964,-721409,-628841,-666119,-743625,41658,0,41172,22
 24-11-06 22:37:44.588,-460938,-817812,-897947,-566346,-721704,-629401,-666406,-743911,41659,0,41172,22
